order_id,account_id,symbol,side,order_type,qty,price,status,filled_qty
8cd707f1-5fc9-49b2-864b-9d0252d35042,d65e9bf1-849b-407e-ad4d-2c2ed1804a31,2317,BUY,LIMIT,1,157,REJECTED,0
4d762670-85bd-4a2c-87fa-9826f267cf1f,83002b78-0de2-4a37-b4cb-9743fb94f121,2454,BUY,LIMIT,1,1100,REJECTED,0
bc072a8c-6e13-44ee-990c-c72937e377de,83002b78-0de2-4a37-b4cb-9743fb94f121,2881,BUY,LIMIT,1,80,ROUTED,0
a75a9f01-958c-4746-94fd-2fad6687ce47,83002b78-0de2-4a37-b4cb-9743fb94f121,2881,SELL,MARKET,1,,REJECTED,0
be209075-d320-4188-b6c1-1622625393e0,83002b78-0de2-4a37-b4cb-9743fb94f121,2881,SELL,LIMIT,1,80,REJECTED,0
4023aa67-62a5-4119-8aed-252b33dc7b24,83002b78-0de2-4a37-b4cb-9743fb94f121,2881,SELL,LIMIT,1,80,REJECTED,0
23f43cc4-1efc-4126-b15a-38ac178c0bed,83002b78-0de2-4a37-b4cb-9743fb94f121,2881,BUY,LIMIT,10,90,PARTIALLY_FILLED,1
c39781b6-e884-4793-b8fc-a37cf3dc9b7a,83002b78-0de2-4a37-b4cb-9743fb94f121,2881,BUY,LIMIT,10,90,ROUTED,0
16425803-1735-44b5-8a96-49469c9aef63,83002b78-0de2-4a37-b4cb-9743fb94f121,2881,BUY,LIMIT,1,91,ROUTED,0
